LanguageHaveWorkedWith,Currency,Country,RemoteWork,CompTotal
C;C++;JavaScript;Julia;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",60000.0
Bash/Shell (all shells);Groovy;Java;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,EUR European Euro,Germany,In-person,60000.0
C++;Python,EUR European Euro,Germany,In-person,68000.0
Bash/Shell (all shells);C;C++;Java;JavaScript;Julia;Python;SQL,EUR European Euro,Germany,In-person,40000.0
Bash/Shell (all shells);Go;Java;JavaScript;Python;Ruby;SQL;TypeScript,EUR European Euro,Germany,Remote,150000.0
Bash/Shell (all shells);C++;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70000.0
Bash/Shell (all shells);C;C++;Perl;PowerShell;Python;VBA,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C#;HTML/CSS;JavaScript;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",75000.0
C#;Groovy;JavaScript;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70000.0
Java;JavaScript;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",82000.0
Assembly;Bash/Shell (all shells);C;Python,EUR European Euro,Germany,In-person,80000.0
Python,EUR European Euro,Germany,In-person,65000.0
C++;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Elixir;Go;Python;SQL,EUR European Euro,Germany,Remote,
HTML/CSS;JavaScript;Python;SQL,EUR European Euro,Germany,In-person,42000.0
Bash/Shell (all shells);Clojure;Java;JavaScript;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,60000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",65000.0
C#;HTML/CSS;Java;JavaScript;Python;R;SQL;VBA;Visual Basic (.Net),EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C#;HTML/CSS;JavaScript;PHP;Python;SQL;Swift;TypeScript,EUR European Euro,Germany,In-person,13200.0
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Java;JavaScript;Python;Scala;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",90000.0
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,
Dart;Go;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Java;JavaScript;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",120000.0
Assembly;Bash/Shell (all shells);C;HTML/CSS;MATLAB;Python,EUR European Euro,Germany,Remote,
Dart;HTML/CSS;JavaScript;Objective-C;PowerShell;Python;Solidity;SQL;Swift;TypeScript,EUR European Euro,Germany,Remote,
Go;JavaScript;PHP;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,43000.0
Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;Fortran;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Objective-C;PHP;PowerShell;Python;Ruby;SQL;Swift;TypeScript;Visual Basic (.Net),EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Assembly;Bash/Shell (all shells);C;C#;Groovy;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",90000.0
Bash/Shell (all shells);C;C#;C++;Delphi;Go;Java;JavaScript;Lisp;Lua;Objective-C;Perl;PHP;Python;Rust;SQL;Swift;Zig,EUR European Euro,Germany,Remote,100000.0
C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",85000.0
Bash/Shell (all shells);C++;Java;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",98000.0
JavaScript;Python;Rust,EUR European Euro,Germany,Remote,
Assembly;Bash/Shell (all shells);C;C#;C++;PowerShell;Python,EUR European Euro,Germany,Remote,90000.0
Bash/Shell (all shells);Go;HTML/CSS;Java;Python;Ruby,EUR European Euro,Germany,In-person,300000.0
HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,65000.0
Bash/Shell (all shells);C;C#;C++;JavaScript;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",60000.0
Java;JavaScript;Python;Rust,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",75000.0
Python;Rust;TypeScript,EUR European Euro,Germany,Remote,115000.0
Bash/Shell (all shells);C++;Python;SQL;VBA;Visual Basic (.Net),USD	United States dollar,Germany,"Hybrid (some remote, some in-person)",100000.0
C++;JavaScript;Python;Rust,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",85000.0
C++;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",110000.0
HTML/CSS;PHP;Python;SQL;VBA,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",132000.0
Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",67000.0
C;C++;Fortran;Go;JavaScript;Julia;Lua;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",80000.0
Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Lua;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",72000.0
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",75000.0
JavaScript;Python,EUR European Euro,Germany,Remote,60000.0
Bash/Shell (all shells);MATLAB;Python,EUR European Euro,Germany,In-person,40000.0
C++;HTML/CSS;Python;R,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",43400.0
HTML/CSS;JavaScript;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",168800.0
Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;Objective-C;PHP;Python;Ruby;SQL;Swift;TypeScript;Visual Basic (.Net),EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C;C++;Go;Lua;Python;Zig,EUR European Euro,Germany,Remote,90000.0
Bash/Shell (all shells);Go;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;PHP;Python;Ruby;Rust;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Java;JavaScript;Kotlin;Lua;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,73000.0
Bash/Shell (all shells);C#;Python,GBP	Pound sterling,Germany,Remote,30000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C;C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;R;SQL;VBA,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",120000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,120000.0
Bash/Shell (all shells);Delphi;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,20000.0
HTML/CSS;JavaScript;Python;Swift;TypeScript,EUR European Euro,Germany,Remote,70000.0
Bash/Shell (all shells);C++;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",62000.0
Julia;Python;R;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",80000.0
C;C#;C++;Go;HTML/CSS;JavaScript;Kotlin;Lua;Python;SQL;TypeScript;VBA,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70000.0
HTML/CSS;Java;JavaScript;Kotlin;PHP;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",30000.0
C#;Dart;HTML/CSS;JavaScript;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Go;Java;Python;Scala;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",215000.0
C#;C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,EUR European Euro,Germany,In-person,36000.0
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Lua;PowerShell;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C++;Java;Python;Rust,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",169000.0
Bash/Shell (all shells);C#;C++;GDScript;HTML/CSS;JavaScript;Lua;PHP;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C;Python;Rust,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",53000.0
Bash/Shell (all shells);C;C++;Groovy;Lua;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",84000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,104866.0
Go;Kotlin;Python;Rust;Scala;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",72000.0
C++;Groovy;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70000.0
Bash/Shell (all shells);Erlang;HTML/CSS;JavaScript;Python;TypeScript,EUR European Euro,Germany,Remote,55000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,EUR European Euro,Germany,In-person,120000.0
Python;Ruby;TypeScript,GBP	Pound sterling,India,Remote,48000.0
Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;Ruby;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",55000.0
Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",32000.0
HTML/CSS;JavaScript;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",75000.0
Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Rust;SQL;TypeScript,EUR European Euro,Germany,Remote,120000.0
Bash/Shell (all shells);C;C++;Erlang;Go;JavaScript;Lua;Perl;Python;SQL,EUR European Euro,Germany,Remote,
HTML/CSS;JavaScript;PHP;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,300000.0
C;C#;C++;JavaScript;PowerShell;Python;Ruby;SQL,USD	United States dollar,United States of America,Remote,
C#;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",60000.0
C;C#;C++;Dart;Python;TypeScript,EUR European Euro,Germany,In-person,60000.0
C;C#;C++;Go;HTML/CSS;JavaScript;Python;SQL,EUR European Euro,Germany,Remote,90000.0
Bash/Shell (all shells);C;Go;JavaScript;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70.0
Assembly;Bash/Shell (all shells);C;C++;GDScript;Java;JavaScript;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",68000.0
Bash/Shell (all shells);Clojure;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;PowerShell;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",100000.0
Bash/Shell (all shells);C;C++;Python;Ruby;Rust,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
HTML/CSS;JavaScript;PHP;Python;SQL,EUR European Euro,Germany,In-person,60000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Assembly;Bash/Shell (all shells);C;C#;C++;Haskell;HTML/CSS;Java;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",45000.0
Bash/Shell (all shells);C#;Java;Python;Scala,EUR European Euro,Germany,Remote,85000.0
Bash/Shell (all shells);C#;Dart;HTML/CSS;JavaScript;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;Rust;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",50000.0
Bash/Shell (all shells);C++;Go;JavaScript;Python;TypeScript,EUR European Euro,Germany,Remote,105000.0
Java;Lua;PowerShell;Python;Rust;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",120000.0
Bash/Shell (all shells);C#;Delphi;HTML/CSS;Java;Kotlin;Lua;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C;HTML/CSS;Java;Lua;Python;Rust,USD	United States dollar,United States of America,In-person,17000.0
Nim;Python;SQL,EUR European Euro,Germany,Remote,120000.0
Bash/Shell (all shells);Groovy;HTML/CSS;Java;Lua;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,100000.0
C++;JavaScript;PHP;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C++;JavaScript;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",100.0
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Objective-C;Python;Swift;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70000.0
Bash/Shell (all shells);JavaScript;Python;R;SQL;TypeScript,EUR European Euro,Germany,Remote,63700.0
C#;F#;PowerShell;Python;SQL,EUR European Euro,Germany,Remote,63000.0
Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",80000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",60000.0
Bash/Shell (all shells);C#;F#;Go;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript;Visual Basic (.Net),EUR European Euro,Germany,"Hybrid (some remote, some in-person)",85000.0
Assembly;Bash/Shell (all shells);C;C++;Kotlin;Lua;Python;Rust,USD	United States dollar,United States of America,In-person,145000.0
Java;Python;Scala,EUR European Euro,Germany,Remote,115000.0
Java;JavaScript;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
HTML/CSS;JavaScript;Python;Ruby;TypeScript,EUR European Euro,Germany,Remote,
Bash/Shell (all shells);C;C++;Groovy;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",80000.0
C;C++;JavaScript;PHP;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
C;C++;OCaml;Python;Rust;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",75000.0
Groovy;Java;Kotlin;Python,EUR European Euro,Germany,Remote,100000.0
C++;Python,EUR European Euro,Germany,Remote,56400.0
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",150000.0
Java;Lua;PowerShell;Python,EUR European Euro,Germany,In-person,
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Rust,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Go;Python,EUR European Euro,Germany,Remote,158000.0
Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",58000.0
Elixir;Erlang;Go;JavaScript;Python;Ruby;Rust,EUR European Euro,Germany,Remote,90000.0
Python;Rust,USD	United States dollar,United States of America,Remote,30000.0
Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",172313.0
Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Julia;MATLAB;Python;R;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",32400.0
Bash/Shell (all shells);Go;Lua;Perl;Python;SQL,USD	United States dollar,United States of America,Remote,
C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL;TypeScript,EUR European Euro,Germany,In-person,49500.0
Bash/Shell (all shells);Go;Java;JavaScript;Python;Scala,USD	United States dollar,United States of America,Remote,
Go;Java;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",52000.0
Elixir;Python;SQL,USD	United States dollar,United States of America,Remote,140000.0
Bash/Shell (all shells);C#;Kotlin;PHP;Python,USD	United States dollar,Georgia,Remote,100000.0
Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Perl;PHP;PowerShell;Python;SQL;Visual Basic (.Net),EUR European Euro,Germany,Remote,50000.0
Bash/Shell (all shells);Java;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",150000.0
Go;HTML/CSS;JavaScript;Lua;Python;Rust;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",320000.0
Bash/Shell (all shells);C++;Java;JavaScript;Kotlin;Python;Swift;TypeScript,EUR European Euro,Germany,Remote,60000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);JavaScript;Lua;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",275000.0
Assembly;Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Lua;Python;TypeScript,USD	United States dollar,United States of America,Remote,220000.0
Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Lua;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",65000.0
HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,75000.0
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",65000.0
Python;TypeScript,USD	United States dollar,United States of America,Remote,140000.0
C;Python;Rust;TypeScript,EUR European Euro,Germany,Remote,80000.0
Bash/Shell (all shells);Lua;Perl;Python;R;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",84000.0
Bash/Shell (all shells);Go;Java;Python,USD	United States dollar,United States of America,Remote,420000.0
C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;Ruby;SQL;TypeScript,EUR European Euro,Germany,In-person,39600.0
C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;SQL,EUR European Euro,Germany,Remote,50000.0
HTML/CSS;MATLAB;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",50000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby,USD	United States dollar,United States of America,Remote,102000.0
Bash/Shell (all shells);Python,USD	United States dollar,India,Remote,60000.0
Go;Python;Rust,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",90000.0
Assembly;Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Python;SQL,EUR European Euro,Germany,In-person,30000.0
Bash/Shell (all shells);C#;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,
C++;HTML/CSS;JavaScript;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C#;C++;HTML/CSS;JavaScript;Objective-C;PHP;PowerShell;Python;SQL;Swift;TypeScript,USD	United States dollar,United States of America,Remote,197000.0
Assembly;Bash/Shell (all shells);C;C#;C++;Clojure;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;Ruby,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",120000.0
Bash/Shell (all shells);Python;Rust;SQL,USD	United States dollar,United States of America,Remote,70000.0
Elixir;Erlang;HTML/CSS;JavaScript;PHP;Python;Ruby;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,170000.0
C#;Dart;HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C;C#;C++;Delphi;Java;JavaScript;Python;Ruby;VBA,EUR European Euro,Germany,In-person,128000.0
Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;Swift;TypeScript,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);Java;JavaScript;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,165000.0
Python;R;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",132000.0
Groovy;Kotlin;Python,EUR European Euro,Germany,Remote,65000.0
HTML/CSS;JavaScript;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",41250.0
C;C++;Perl;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",80000.0
Dart;Delphi;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,60000.0
C;MATLAB;Python,USD	United States dollar,United States of America,In-person,135000.0
Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,USD	United States dollar,United States of America,In-person,175000.0
Bash/Shell (all shells);HTML/CSS;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",105000.0
C#;C++;Elixir;Go;PowerShell;Python;Ruby;Rust;SQL;TypeScript,USD	United States dollar,United States of America,,
HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,EUR European Euro,Germany,In-person,55000.0
JavaScript;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",80000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;Rust;Visual Basic (.Net),USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,EUR European Euro,Germany,In-person,
Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Lua;Objective-C;PowerShell;Python;Rust,USD	United States dollar,Canada,Remote,108000.0
Assembly;C++;Lua;Python,EUR European Euro,Germany,In-person,50000.0
Cobol;Python;SQL,USD	United States dollar,United States of America,Remote,137000.0
C++;Haskell;Kotlin;Python;Scala,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",62000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PHP;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
C#;C++;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
C#;HTML/CSS;JavaScript;Kotlin;Python;SQL,USD	United States dollar,United States of America,Remote,160000.0
Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",99000.0
Elixir;JavaScript;Kotlin;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Python,USD	United States dollar,United States of America,Remote,
HTML/CSS;Java;JavaScript;Python,USD	United States dollar,United States of America,Remote,204000.0
C++;Fortran;HTML/CSS;MATLAB;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",70000.0
Bash/Shell (all shells);HTML/CSS;PHP;Python;Ruby,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",57000.0
Lisp;Python;Rust,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",150000.0
C#;Go;HTML/CSS;Java;JavaScript;Lua;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,155000.0
Java;Kotlin;Python,EUR European Euro,Germany,Remote,60000.0
C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",110000.0
Bash/Shell (all shells);C#;C++;Java;Kotlin;Lua;PowerShell;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70000.0
Bash/Shell (all shells);Python;SQL,USD	United States dollar,United States of America,Remote,143000.0
Bash/Shell (all shells);Lua;Perl;Python;Rust,USD	United States dollar,United States of America,Remote,82000.0
HTML/CSS;Java;JavaScript;Lua;Python;SQL;Swift;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Python;Ruby,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);C;C#;C++;Dart;Java;JavaScript;MATLAB;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),EUR European Euro,Germany,"Hybrid (some remote, some in-person)",75000.0
Bash/Shell (all shells);C++;Perl;Python;SQL,USD	United States dollar,United States of America,Remote,
C++;Groovy;Perl;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",100000.0
C;C++;Groovy;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL,USD	United States dollar,United States of America,Remote,
Julia;Python,EUR European Euro,Germany,In-person,
Dart;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;Swift;TypeScript,EUR European Euro,Germany,In-person,44000.0
Bash/Shell (all shells);Python;SQL,USD	United States dollar,United States of America,Remote,182000.0
Go;HTML/CSS;Python,USD	United States dollar,United States of America,Remote,300000.0
C#;JavaScript;PHP;Python;SQL,USD	United States dollar,United States of America,In-person,120000.0
C;Python;Rust,USD	United States dollar,United States of America,Remote,160000.0
HTML/CSS;Java;JavaScript;PHP;Python;R;SQL;TypeScript;VBA,USD	United States dollar,United States of America,In-person,175000.0
Bash/Shell (all shells);C;C++;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",90000.0
Bash/Shell (all shells);Go;Java;Python;SQL,USD	United States dollar,United States of America,Remote,100000.0
Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",170000.0
Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",188000.0
Go;Python;SQL,USD	United States dollar,United States of America,Remote,500000.0
C++;MATLAB;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",125000.0
C;C++;Fortran;JavaScript;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",300000.0
C;C#;C++;JavaScript;PHP;Python;Visual Basic (.Net),USD	United States dollar,United States of America,In-person,153000.0
Java;JavaScript;Python,USD	United States dollar,United States of America,Remote,196000.0
JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,350000.0
Dart;Go;HTML/CSS;JavaScript;Perl;PowerShell;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,160000.0
C;C#;F#;Haskell;JavaScript;Lua;PowerShell;Python;Rust,USD	United States dollar,United States of America,In-person,100000.0
Bash/Shell (all shells);Go;JavaScript;PowerShell;Python;SQL,USD	United States dollar,United States of America,Remote,90000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,139000.0
Bash/Shell (all shells);JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,267000.0
Assembly;Bash/Shell (all shells);C;C++;Go;Python;Zig,USD	United States dollar,United States of America,In-person,85000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Python;SQL,USD	United States dollar,United States of America,Remote,200000.0
C#;HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,In-person,
HTML/CSS;JavaScript;Perl;PHP;Python,USD	United States dollar,United States of America,Remote,69000.0
JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,120000.0
C;C#;C++;Python;Rust,EUR European Euro,Germany,In-person,48000.0
Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",50000.0
Groovy;Java;JavaScript;Kotlin;Python;SQL,USD	United States dollar,United States of America,Remote,165000.0
